battle,country,result,source_url
Battle of Skanör,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Skanör
Battle of Svolder,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Svolder
Battle of Thetford,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Thetford
Battle of Tromsø,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Tromsø
Battle of West Kay,Norway,win,https://en.wikipedia.org/wiki/Battle_of_West_Kay
Sacking of Bergen (1393),Norway,other,https://en.wikipedia.org/wiki/Sacking_of_Bergen_(1393)
Battle of Brunanburh,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Brunanburh
Capture of Serampore (1801),Norway,win,https://en.wikipedia.org/wiki/Capture_of_Serampore_(1801)
Capture of Serampore (1808),Norway,win,https://en.wikipedia.org/wiki/Capture_of_Serampore_(1808)
Capture of the ship The Bengali Prize,Norway,win,https://en.wikipedia.org/wiki/Capture_of_the_ship_The_Bengali_Prize
Capture of Tranquebar (1801),Norway,win,https://en.wikipedia.org/wiki/Capture_of_Tranquebar_(1801)
Christianshavn Incident,Norway,win,https://en.wikipedia.org/wiki/Christianshavn_Incident
Battle of Copenhagen (1289),Norway,win,https://en.wikipedia.org/wiki/Battle_of_Copenhagen_(1289)
Danish rescue mission to Pipli,Norway,win,https://en.wikipedia.org/wiki/Danish_rescue_mission_to_Pipli
Battle of Dynekilen,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Dynekilen
First battle of Solskjel,Norway,win,https://en.wikipedia.org/wiki/First_battle_of_Solskjel
Battle of Fitjar,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Fitjar
Sinking of the Flensborg,Norway,unknown,https://en.wikipedia.org/wiki/Sinking_of_the_Flensborg
Battle of Fulford,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Fulford
Battle of Gataskogen,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Gataskogen
German-Swedish skirmishes in Lapland,Norway,other,https://en.wikipedia.org/wiki/German-Swedish_skirmishes_in_Lapland
Battle of Hafrsfjord,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Hafrsfjord
Attack in Hooghly,Norway,win,https://en.wikipedia.org/wiki/Attack_in_Hooghly
Battle of Ilevollene,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Ilevollene
Assault on Karlsborg,Norway,win,https://en.wikipedia.org/wiki/Assault_on_Karlsborg
Battle of Kaukaba,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Kaukaba
Battle of Kjølberg Bridge,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Kjølberg_Bridge
Battle of Kringen,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Kringen
Battle of Kvistrum,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Kvistrum
Battle of Langnes,Norway,other,https://en.wikipedia.org/wiki/Battle_of_Langnes
Battle of Largs,Norway,other,https://en.wikipedia.org/wiki/Battle_of_Largs
Battle of Lier (1814),Norway,win,https://en.wikipedia.org/wiki/Battle_of_Lier_(1814)
Loss of the St. Jacob,Norway,win,https://en.wikipedia.org/wiki/Loss_of_the_St._Jacob
Battle of Lyrskov Heath,Norway,unknown,https://en.wikipedia.org/wiki/Battle_of_Lyrskov_Heath
Battle of Maldon,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Maldon
Battle of Meretun,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Meretun
Battle of Matrand,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Matrand
Evacuation of Ny Sjælland,Norway,win,https://en.wikipedia.org/wiki/Evacuation_of_Ny_Sjælland
Battle of Oslo (1161),Norway,win,https://en.wikipedia.org/wiki/Battle_of_Oslo_(1161)
Raid on the White Sea (1419),Norway,win,https://en.wikipedia.org/wiki/Raid_on_the_White_Sea_(1419)
Battle of Rakkestad,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Rakkestad
Battle of Rastarkalv,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Rastarkalv
Battle of Ringmere,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Ringmere
Roland Crappé's raids on Portuguese colonies,Norway,win,https://en.wikipedia.org/wiki/Roland_Crappé's_raids_on_Portuguese_colonies
Sack of Santiago de Compostela,Norway,win,https://en.wikipedia.org/wiki/Sack_of_Santiago_de_Compostela
Second battle of Solskjel,Norway,win,https://en.wikipedia.org/wiki/Second_battle_of_Solskjel
British occupation of Serampore (1763),Norway,win,https://en.wikipedia.org/wiki/British_occupation_of_Serampore_(1763)
Skirmish at Pipli,Norway,win,https://en.wikipedia.org/wiki/Skirmish_at_Pipli
Capture of the St. Michael,Norway,win,https://en.wikipedia.org/wiki/Capture_of_the_St._Michael
Battle of Stamford Bridge,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Stamford_Bridge
Battle of Stiklestad,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Stiklestad
Battle of Storsjön,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Storsjön
Skirmish at the Strait of Malacca,Norway,win,https://en.wikipedia.org/wiki/Skirmish_at_the_Strait_of_Malacca
Surrender of Tranquebar (1808),Norway,win,https://en.wikipedia.org/wiki/Surrender_of_Tranquebar_(1808)
Tillali Massacre,Norway,win,https://en.wikipedia.org/wiki/Tillali_Massacre
Battle of Tistedalen,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Tistedalen
Battle of Vänersborg,Norway,win,https://en.wikipedia.org/wiki/Battle_of_Vänersborg
Viking raid on Galicia and Asturias,Norway,win,https://en.wikipedia.org/wiki/Viking_raid_on_Galicia_and_Asturias
Battle of York (867),Norway,win,https://en.wikipedia.org/wiki/Battle_of_York_(867)
Category:Naval battles involving Norway,Norway,unknown,https://en.wikipedia.org/wiki/Category:Naval_battles_involving_Norway
Category:Sieges involving Norway,Norway,unknown,https://en.wikipedia.org/wiki/Category:Sieges_involving_Norway
Category:Battles involving Denmark–Norway,Norway,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_Denmark–Norway
Category:Battles involving the Kalmar Union,Norway,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_Kalmar_Union
Category:Battles of the War in Afghanistan (2001–2021) involving Norway,Norway,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_War_in_Afghanistan_(2001–2021)_involving_Norway
Category:Battles of the unification of Norway,Norway,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_unification_of_Norway
Category:Battles and operations of World War II involving Norway,Norway,unknown,https://en.wikipedia.org/wiki/Category:Battles_and_operations_of_World_War_II_involving_Norway
Battle of Als,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Als
First Battle of Alton,Denmark,unknown,https://en.wikipedia.org/wiki/First_Battle_of_Alton
Operation Amanda,Denmark,win,https://en.wikipedia.org/wiki/Operation_Amanda
Battle of Ashdown,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Ashdown
Battle of Assandun,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Assandun
Attack on Bornholm (1566),Denmark,win,https://en.wikipedia.org/wiki/Attack_on_Bornholm_(1566)
Attack on Stockholm (1452),Denmark,win,https://en.wikipedia.org/wiki/Attack_on_Stockholm_(1452)
Expulsion of Danes from Balasore,Denmark,win,https://en.wikipedia.org/wiki/Expulsion_of_Danes_from_Balasore
Battle of Basing,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Basing
Battle of Åsle,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Åsle
Battle of Genevadsbro,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Genevadsbro
Battle of Hjärtum,Denmark,other,https://en.wikipedia.org/wiki/Battle_of_Hjärtum
Battle of Jacobshavn,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Jacobshavn
Battle of Kattarp,Denmark,other,https://en.wikipedia.org/wiki/Battle_of_Kattarp
Battle of Kölleryd,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Kölleryd
Battle of Nabe,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Nabe
Battle of Nyborg fjord,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Nyborg_fjord
Battle of Virserum,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Virserum
Battle of Bauds,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Bauds
Battle of Biskupice,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Biskupice
Battle of Blidebro,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Blidebro
Battle of Bogesund,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Bogesund
Operation Bøllebank,Denmark,win,https://en.wikipedia.org/wiki/Operation_Bøllebank
Bornholm uprising,Denmark,win,https://en.wikipedia.org/wiki/Bornholm_uprising
Battle of Bornhöved (1227),Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Bornhöved_(1227)
Battle of Bov,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Bov
Battle of Brännkyrka,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Brännkyrka
Battle of Brentford (1016),Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Brentford_(1016)
Battle of Brunkeberg,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Brunkeberg
Battle of Brunnbäck Ferry,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Brunnbäck_Ferry
Capture of Serampore (1808),Denmark,win,https://en.wikipedia.org/wiki/Capture_of_Serampore_(1808)
Capture of the North Frisian Islands,Denmark,win,https://en.wikipedia.org/wiki/Capture_of_the_North_Frisian_Islands
Capture of the ship The Bengali Prize,Denmark,win,https://en.wikipedia.org/wiki/Capture_of_the_ship_The_Bengali_Prize
Battle of Carham,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Carham
Christianshavn Incident,Denmark,win,https://en.wikipedia.org/wiki/Christianshavn_Incident
Evacuation of Danevirke,Denmark,loss,https://en.wikipedia.org/wiki/Evacuation_of_Danevirke
Danish attacks on Norman England,Denmark,unknown,https://en.wikipedia.org/wiki/Danish_attacks_on_Norman_England
Danish Civil Wars,Denmark,other,https://en.wikipedia.org/wiki/Danish_Civil_Wars
Danish rescue mission to Pipli,Denmark,win,https://en.wikipedia.org/wiki/Danish_rescue_mission_to_Pipli
Battle of Dollar,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Dollar
Battle of Dybbøl,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Dybbøl
Battle of Dybbøl (1848),Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Dybbøl_(1848)
Battle of Dynekilen,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Dynekilen
Battle of Dösjebro,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Dösjebro
Battle of Englefield,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Englefield
Battle of Falun,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Falun
Battle of Finnsburg,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Finnsburg
Finnesburg Fragment,Denmark,unknown,https://en.wikipedia.org/wiki/Finnesburg_Fragment
Battle of Fitjar,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Fitjar
Sinking of the Flensborg,Denmark,unknown,https://en.wikipedia.org/wiki/Sinking_of_the_Flensborg
Battle of Fredericia,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Fredericia
Evacuation of Fredericia,Denmark,win,https://en.wikipedia.org/wiki/Evacuation_of_Fredericia
Battle of Gadebusch,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Gadebusch
Battle of Grathe Heath,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Grathe_Heath
Gustavus Adolphus' reconquest of Öland,Denmark,win,https://en.wikipedia.org/wiki/Gustavus_Adolphus'_reconquest_of_Öland
Battle of Haraker,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Haraker
Battle of Helsingborg,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Helsingborg
Battle of Hemmingstedt,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Hemmingstedt
Attack in Hooghly,Denmark,win,https://en.wikipedia.org/wiki/Attack_in_Hooghly
Landing at Humlebæk,Denmark,win,https://en.wikipedia.org/wiki/Landing_at_Humlebæk
Battle of Jellinge Heath,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Jellinge_Heath
Battle of Julin Bridge,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Julin_Bridge
Conquest of Kalmar,Denmark,win,https://en.wikipedia.org/wiki/Conquest_of_Kalmar
Battle of Kolding (1849),Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Kolding_(1849)
Battle for Königshügel,Denmark,win,https://en.wikipedia.org/wiki/Battle_for_Königshügel
Battle of Koroncó,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Koroncó
Battle of Kvistrum,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Kvistrum
Battle of Lena,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Lena
Loss of the St. Jacob,Denmark,win,https://en.wikipedia.org/wiki/Loss_of_the_St._Jacob
Battle of Lundby,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Lundby
Battle of Lundenæs,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Lundenæs
Battle of Lyndanisse,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Lyndanisse
Battle of Mared,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Mared
Battle of Meretun,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Meretun
Battle of Mysunde (1864),Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Mysunde_(1864)
Battle of Nonnebjerg,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Nonnebjerg
Evacuation of Ny Sjælland,Denmark,win,https://en.wikipedia.org/wiki/Evacuation_of_Ny_Sjælland
Battle of Nybøl,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Nybøl
Skirmish of Oversø,Denmark,win,https://en.wikipedia.org/wiki/Skirmish_of_Oversø
Rantzau's reconquest of Öland,Denmark,win,https://en.wikipedia.org/wiki/Rantzau's_reconquest_of_Öland
Battle of Rastarkalv,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Rastarkalv
Battle of Reading (871),Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Reading_(871)
Battle of Reinbek,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Reinbek
Roland Crappé's raids on Portuguese colonies,Denmark,win,https://en.wikipedia.org/wiki/Roland_Crappé's_raids_on_Portuguese_colonies
Battle of Rotebro,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Rotebro
Sack of Turku (1509),Denmark,win,https://en.wikipedia.org/wiki/Sack_of_Turku_(1509)
Battle of Sankelmark,Denmark,other,https://en.wikipedia.org/wiki/Battle_of_Sankelmark
Battle of Schleswig,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Schleswig
Battle of Schmilau,Denmark,unknown,https://en.wikipedia.org/wiki/Battle_of_Schmilau
Battle of Sejerø,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Sejerø
British occupation of Serampore (1763),Denmark,win,https://en.wikipedia.org/wiki/British_occupation_of_Serampore_(1763)
Skirmish at Pipli,Denmark,win,https://en.wikipedia.org/wiki/Skirmish_at_Pipli
Battle of Smolenice,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Smolenice
Capture of the St. Michael,Denmark,win,https://en.wikipedia.org/wiki/Capture_of_the_St._Michael
Battle of Stellau,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Stellau
Conquest of Stockholm,Denmark,win,https://en.wikipedia.org/wiki/Conquest_of_Stockholm
Skirmish at the Strait of Malacca,Denmark,win,https://en.wikipedia.org/wiki/Skirmish_at_the_Strait_of_Malacca
Battle of Stresow,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Stresow
Battle of Strömstad,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Strömstad
Surrender of Tranquebar (1808),Denmark,win,https://en.wikipedia.org/wiki/Surrender_of_Tranquebar_(1808)
Battle of Tempsford,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Tempsford
Battle of Thetford,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Thetford
Tillali Massacre,Denmark,win,https://en.wikipedia.org/wiki/Tillali_Massacre
Conquest of Uppsala,Denmark,win,https://en.wikipedia.org/wiki/Conquest_of_Uppsala
Battle of Uppsala,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Uppsala
Battle of Værebro,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Værebro
Battle of Västerås,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Västerås
Battle of Vejle,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Vejle
Battle of Verchen,Denmark,unknown,https://en.wikipedia.org/wiki/Battle_of_Verchen
Battle of Visby,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Visby
Battle of Wismar (1711),Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Wismar_(1711)
Battle of Zsibó,Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Zsibó
Battle of Zvolen (1703),Denmark,win,https://en.wikipedia.org/wiki/Battle_of_Zvolen_(1703)
Category:Battles involving the Kalmar Union,Denmark,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_Kalmar_Union
Category:Battles involving Denmark–Norway,Denmark,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_Denmark–Norway
Category:Naval battles involving Denmark,Denmark,unknown,https://en.wikipedia.org/wiki/Category:Naval_battles_involving_Denmark
Category:Sieges involving Denmark,Denmark,unknown,https://en.wikipedia.org/wiki/Category:Sieges_involving_Denmark
Category:Battles of the War in Afghanistan (2001–2021) involving Denmark,Denmark,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_War_in_Afghanistan_(2001–2021)_involving_Denmark
Category:Battles of the First Schleswig War,Denmark,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_First_Schleswig_War
Category:Battles of the Dano-Swedish wars,Denmark,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Dano-Swedish_wars
Category:Battles and operations of World War II involving Denmark,Denmark,unknown,https://en.wikipedia.org/wiki/Category:Battles_and_operations_of_World_War_II_involving_Denmark
Category:Danish battle stubs,Denmark,unknown,https://en.wikipedia.org/wiki/Category:Danish_battle_stubs
